CourseId,CourseTitle,DurationInSeconds,ReleaseDate,Description,AssessmentStatus,IsCourseRetired
home-automation-fundamentals,Home Automation Fundamentals,10750,2014-05-14,"Home automation is the concept of automating historically manual tasks around the house. This course shows viewers how to set up a RESTful home automation server using a Raspberry Pi, Python, and X10 brand products.",Live,no
using-functoids-biztalk-2013-mapper,Using Functoids in the BizTalk 2013 Mapper,15793,2014-05-15,"The Mapper is one of the keystone tools included with BizTalk Server 2013, featuring an intuitive graphical design interface for constructing message transformations. Included with the Mapper is a comprehensive set of drag 'n' drop components, called Functoids, which assist in performing complex operations on the data and the message structure. This course presents a deep-dive exploration of these components and will greatly assist developers in leveraging the powerful capabilities they afford.",Live,no
cisco-ccna-data-center-unified-fabric-ucs,"Cisco CCNA Data Center: Unified Fabric, UCS, & Network Services",20583,2014-05-16,"The CCNA Data Center covers a wide range of technologies found in the data center. In this course, we dive deep into the concepts of unified fabric with the FCoE protocol, along with complimentary technologies found in the data center bridging extensions such as Priority-based Flow Control (PFC) and Enhanced Transmission Selection (ETS). We'll then move on to the Cisco UCS platform, spending time reviewing the products and solutions within the UCS stack, while also taking the time to do a full initial setup and configuration in the lab. Finally, we'll go over the Nexus 1000v switch - including an install and configure lab - and how virtualization impacts the data center.",Live,no
cryptography-fundamentals-java-dotnet-developers,Cryptography Fundamentals for Java and .NET Developers,15273,2014-05-16,"The Java and .NET frameworks contain all the algorithms you need to keep your users' data secret from prying eyes. Web servers like Apache, Tomcat, and IIS, combined with tools like OpenSSL, keep your users secure online. But to use these tools correctly, and to avoid mistakes of the past, you must understand how cryptography works. Learn the math behind encryption and digital signatures. Study examples of how it has been misused, and explore the possibilities that cryptography enables in digital currency and collaboration.",Live,no
windows-7-troubleshooting,Windows 7 Troubleshooting,14401,2014-05-20,"This Windows 7 Troubleshooting Fundamentals course will introduce you to troubleshooting Microsoft's popular business operating system. It includes guides on why we troubleshoot, how to begin diagnosing and repairing issues, and an introduction to the tools and utilities available in the operating system itself. This course also includes tutorials on fixing some of the most common Windows 7 issues, including network and Internet connections, start-up and hardware, and software updates.",Live,no
sql-server-2014-dmv-diagnostic-queries-part1,SQL Server 2014 DMV Diagnostic Queries - Part 1,4068,2014-05-19,"It is very common for SQL Server instances to be configured incorrectly in one or more ways, and this often has a detrimental effect on workload performance. This course will describe and demonstrate more than 20 DMV queries you can use to easily examine SQL Server instance configuration information and identify problems. This course is perfect for anyone who is responsible for a SQL Server instance, with most topics also applicable to SQL Server 2012 and earlier versions.",Live,no
java-persistence-api-21,Java Persistence API (JPA) 2.1,13267,2014-05-19,"Applications are made up of business logic, interaction with other systems, user interfaces, and data. Most data manipulated by our Java applications have to be stored in databases, retrieved, and analyzed. In this course, you will learn the principle of object-relational mapping (ORM) and how to use Java Persistence API (JPA) to map your Java objects into relational databases.",Live,no
microsoft-azure-administration-new-features,Microsoft Azure Administration New Features (March 2014),17740,2014-05-21,"New features from Azure Q4 2013 and newer releases focused on advanced topics for the administration of Microsoft Azure. From a backup standpoint, Azure offers Recovery Services to prevent data loss via Azure Hyper-V Recovery Manager and Recovery Services. Azure scheduler gives you the ability to schedule jobs that can run internal and external to Azure. Traffic Manager supports both PaaS configurations based upon round robin, failover, and performance metrics. Management Services gives you the ability to set up billing alerts, as well as service alerts for services, storage, and web sites and run queries on the results. Virtual Machine Auto-Scaling has been improved to now give you configurable options for both PaaS Cloud Services, Web sites, and IaaS VMs. Azure BizTalk Services integrates the enterprise and the Azure Cloud by configuring B2B messaging. HDInsight is Azure's solution to bring big data processing to the Azure Cloud. Improvements to Azure Storage include read-only access to geo-replicated storage, improved storage analytics, and allowing the transfer of large amounts of data via physical drive using the Azure Import and Export Service. For Web sites we look at the recent enhancements of AlwaysOn Support, Web Jobs, and Staged Publishing.",Live,no
haskell-fundamentals-part2,Haskell Fundamentals Part 2,6795,2014-05-22,"Haskell is an innovative, functional programming language with many exceptional features that help you to write highly readable, error-resistant code. In this course, the second in a two part series, you will learn more about this language, including ways to organize larger projects and increase code reuse. Some basic understanding of Haskell is assumed, including the topics covered in Haskell Fundamentals Part 1.",Live,no
powershell-v4-new-features,PowerShell V4 New Features,9848,2014-05-23,"PowerShell v4 is default on Windows 8.1 and Windows Server 2012 R2, but it can also be installed on Windows 7 and Windows Server 2008 R2. While it doesn't offer quite the jump in functionality compared to what happened between version 2 and 3, there are a few new features you might want to understand. This course is intended to jumpstart your PowerShell v4 work with the assumption that you have been using PowerShell v3.",Live,no
extending-xaml-applications-behaviors,Extending XAML Applications With Behaviors,10097,2014-05-23,"When building XAML applications in WPF, Silverlight, Windows 8, or Windows Phone, you will often find yourself saying, ""If only this element had the ability to do X, Y, or Z from the XAML!"" Behaviors are a pattern of extensibility in XAML that allow you to add capabilities to existing XAML elements yourself, even if you don’t have access to the source code of the elements you are trying to extend. You can extend elements that are part of the core XAML libraries, 3rd party controls, or even your own controls all using a set of pre-built behaviors or by building your own custom behaviors. In this course, you will learn what behaviors are all about, how they are built and work, and why you want to use them. You'll learn how to get highly productive quickly by using the pre-built Blend SDK and Behaviors SDK built-in behaviors, as well as how to build custom behaviors from scratch for more specialized scenarios. You will see how the same set of skills and built-in behaviors will allow you to apply the same kinds of functionality across the different XAML stacks of WPF, Windows 8, Windows Phone, and Silverlight.",Live,no
directcomposition-in-action,DirectComposition in Action,15137,2014-05-24,"DirectComposition is the primary API for the Windows composition engine. Have you ever wondered what the DWM process is up to? Did you wish you could tap into some of its power? Then this course is for you. The DirectComposition API enables you to build the highest-performance native graphics applications using a ""retained mode"" graphics API. The composition engine retains a visual tree of bitmaps that may be rendered with ""immediate mode"" graphics APIs such as Direct2D or Direct3D. You get the best of both worlds and can achieve visual effects at a performance level that was never possible prior to the introduction of the DirectComposition API. This course will give you a practical tour of the API by showing you how to build a DirectX-based card game from scratch, producing animated transitions for a visually engaging user interface.",Live,no
mysql-backup-recovery-fundamentals,MySQL Backup and Recovery Fundamentals,4509,2014-05-24,Data is very important to any application and business. It is very important that every business plan for data safety. Database backup strategies are often discussed after the disaster has already happened. In this introductory course we will explore a few of the basic backup strategies every business should implement for data safely. We will explore how we can recover our server quickly after any unfriendly incident to our MySQL database.,Live,no
working-with-temporal-data-sql-server,Working With Temporal Data in SQL Server,11196,2014-05-28,"Although temporal data is part of many business applications, most RDBMS', including SQL Server, do not support it out of the box. However, before solving the problem, you need to understand it. After an introduction to temporal problems and constraints, you will learn how to implement the solutions. Many solutions are much simpler with the help of a special Interval CLR data type. Additional relational operators PACK and UNPACK are handy as well. Of course, these two operators do not exist in the Transact-SQL language. You will learn how to implement them with help of other language elements. Having a SQL Server solution for a problem does not mean the job is done. Of course, the next immediate issue is performance. Temporal queries that involve intervals are typically very IO and CPU intensive. For example, a test for overlapping intervals was solved with inefficient queries for years. However, a handful of solutions with fast queries was developed recently. This course introduces five different methods to get efficient queries that search for overlapping intervals, one of the most complex temporal problems. Of course, these solutions can be implemented for other temporal problems as well. All the solutions presented should work on any edition of SQL Server from 2008 to 2014.",Live,no
bower-fundamentals,Bower Fundamentals,3275,2014-05-27,"Bower is an extremely simple and easy to use tool to install libraries like jQuery or Bootstrap. Learning it can significantly reduce the time it takes to install and update 3rd party libraries like these. Additionally, publishing your own packages for 3rd party consumption is quick and easy with Bower. Any serious web developer should know about and understand Bower.",Live,no
emberjs-fundamentals,Ember.js Fundamentals,17850,2014-05-29,"Ember.js is fast becoming a favorite MVC JavaScript framework for many web developers. It's opinionated, a bit difficult to learn, and amazingly powerful once you understand a few key concepts. We'll build two applications in this course: a Github explorer, which uses jQuery AJAX and the Github API, and then a UserAdmin screen for ASP.NET MVC 5's Identity System.",None,no
vmware-vsphere-data-protection,VMware vSphere Data Protection,13189,2014-05-30,"This course starts from the basics of backup, recovery, and replication and provides foundational knowledge for understanding backups and restores in a virtual environment. The vDP and vDPA products are covered in depth, with their features, functionals, and limitations reviewed. We will look at configuring and running backups, restores, backup verification jobs, and replication jobs. Next, the advanced file-level restore, application-level backups, and Direct-To-Host Emergency restores are discussed in-depth. Finally, best practices and troubleshooting tips and tricks are provided to help administrators or users get the most out of a vDP deployment.",Live,no
introduction-qt-cplusplus-framework,Introduction to Qt: A C++ Cross Platform Application Framework,15578,2014-05-30,"Have you been waiting for a cross-platform application framework for C++ that lets you do everything from creating daemons to writing elegant desktop GUIs? Wait no more. Get up to speed quickly on the Qt Framework using a real world example. This course will teach you both critical portions of the Qt Framework, and how to use the tools that come with the framework including the very powerful Qt Creator IDE. By the end of this course, you'll be comfortable building GUI front ends for the desktop as well as learning how to work with JSON data files and the Networking components of Qt. You'll also become a pro at using the signals and slots mechanism for communicating between classes and processes. This course expects you to already know the C++ programming language.",Live,no
google-glass-first-look,Google Glass: First Look,16578,2014-06-02,"Learn all about Google Glass, Google's wearable computer.This course covers the hardware, along with developing apps--Glassware, as Google calls them--for this unique device. The Mirror API is covered in full, with examples showing how to perform CRUD operations on timeline cards, adding a contact and monitoring a user's location with their permission. The Glass Development Kit is also covered in detail, and a sample utility app is created along with Live Tile Glassware.",Live,no
linux-installation-configuration,Linux Installation and Initial Configuration,22861,2014-06-02,"This course will help you see how much you can enjoy system administration, and how there is a life outside of your current role. Linux is prevalent, it is at the heart of ""the cloud"" and is hosting companies both big and small. In a recent survey, 93-percent of employers suggested that they plan to hire a Linux professional. This course is designed to get you up and running with Linux starting with the install, and passing through to basic management such as installing software and managing the file system. Being able to see these tasks completed in different Linux flavors will help you understand which Linux distribution is best for you, and prepare you for the vendor neutral certification for the LPI (Linux Professional Institute). This is an administration course, so basic concepts of system administration are expected, but prior knowledge of Linux or Unix systems is not required. We at Pluralsight would like you to again understand the enjoyment that system administration once gave you.",Live,no
sqlserver-security-encryption,Security and Encryption in SQL Server 2012 and 2014,19536,2014-06-04,"Security in SQL Server is often overlooked. Companies tend to concentrate on availability and performance, but a database system often stores virtually all of a company's valuable and confidential data. So what happens if this data is stolen? In this course, we will cover all areas you need to protect to effectively secure SQL Server. It means system and network protection, user authentication, permissions on the objects and data, and data encryption. We will also use some penetration testing frameworks to show you how attacks are performed against SQL Server through various types of exploits, including SQL injection. The course is focused on SQL Server 2012 and 2014, but most of the information applies to all versions from SQL Server 2005 onward.",Live,no
java-web-fundamentals,Java Web Fundamentals,8936,2014-06-05,"Many Java web frameworks, such as Struts, are built on top of the Servlet and JavaServer Page specifications and base libraries. To fully understand how these frameworks operate, and to be able to take full advantage of the facilities they offer, you should understand the foundations such frameworks are built on. This course takes you through building a web application using the base Servlet and JavaServer Page libraries. The course discusses the Model-View-Controller pattern using Servlets as the Controller and JavaServer Pages as the View. You will also learn how to hide complex UI interaction inside tag libraries. The course will show you how it is possible to build a web application using these fundamental technologies, and how other frameworks are built.",Live,no
angularjs-get-started,AngularJS: Get Started,10605,2014-06-06,"AngularJS is a complete JavaScript framework for creating dynamic and interactive applications in HTML. This course is designed to cover the core features of the framework using practical, easy to follow examples. We will see how two-way data binding makes it easy to build pages and forms while maintaining simplicity in the JavaScript code, and come to understand the essential abstractions of AngularJS, including modules, controllers, directives, and services. By the end of the course, you'll be able to start building your own single page application using AngularJS.",Live,no
scala-getting-started,Scala: Getting Started,7271,2014-06-06,"Scala is a powerful, expressive language built on top of the JVM. This means that it can interoperate and take advantage of many existing Java APIs. It is also considered an object-functional language as it prefers the functional paradigm, but is also object-oriented. This allows for an easy transition into the functional world. Last, it is a statically typed language without the typical type ceremony, which allows for less runtime errors with minimal code. This course will teach enough of the basics of Scala to enable you to start writing less boiler-plate code and focus more on business problems. It will get you started from the ground up and quickly familiarize you with some of the most powerful features of this modern language. Topics covered include the REPL, pattern matching, for comprehensions, recursion, (im)mutability, interoperability, and much more. If you're looking for something new, exciting, and most importantly, concise, then Scala is the language for you.",Live,no
csharp-language-internals-part2,C# Language Internals - Part 2,16737,2014-06-09,"In the second part of this course, we take .NET developers behind the scenes of advanced C# language features to get a deeper insight into the language, the Intermediate Language (IL) it compiles into, and the Common Language Runtime (CLR) it runs on. By studying language internals, you can make better design choices involving advanced language features, solve hard debugging puzzles quicker, and understand the performance ramifications of these language features. This is the second part of a two-part course.",Live,no
advanced-theming-drupal-7,Advanced Theming For Drupal 7,13180,2014-06-09,"This Advanced Theming in Drupal 7 series picks up where the Theming Basics with Drupal 7 left off. This series will cover the new page rendering system, and shows you the process of iterating through the theming process with the use of various debugging statements and the theme developer tool. You'll get a crash course through PHP so that you can start using advanced theming concepts such as: how to theme forms, how to cleanly expose information to the theme system, and how to empower your site administrators by making certain parts of the theme available to them for customization. You'll also learn more about some of the new theming hooks in Drupal 7. By the end of the course, you'll have enough tools to be able to completely control the HTML, CSS, and JavaScript that Drupal outputs. You can download the theme we're building, 960 Robots, from Drupal.org.",None,no
durandal-js-get-started,Durandal.js: Get Started,8016,2014-06-09,"Durandal is an MV* single page web application framework built on top of jQuery, knockout.js, and RequireJS. Its conventions encourage well architected modular JavaScript. It allows you to separate responsibilities in your code and compose your application with a powerful composition life cycle. In this course, we will build a flash card application that teaches you the core features of Durandal.",Live,no
intro-visual-studio-2013-part2,Introduction to Visual Studio 2013 - Part 2,10407,2014-06-10,"Using Visual Studio well is about more than writing code, or reading code written by others. To be truly productive, you need to debug well, and understand the designers that help you build your user interface. This course also shows you how to add helpful extensions that make Visual Studio even better.",Live,no
red-hat-enterprise-linux-storage-fundamentals,Red Hat Enterprise Linux Storage Fundamentals,23634,2014-06-10,"This course teaches the fundamentals of the major storage capabilities in Red Hat Enterprise Linux version 6. Topics include Disks, Partitions, Filesystems, Logical Volume Manager (LVM), Network Attached Storage (NFS, Samba, CIFS), and Storage Area Networking (iSCSI). The course is heavily hands-on, and maps to objectives required for Red Hat certifications, including RHCSA and RHCE.",Live,no
boost-cpp-libraries-introduction,Introduction to the Boost C++ Libraries,10598,2014-06-11,"This course gives an overview of Boost: a set of C++ libraries designed to cover some of the functionality that's missing from the STL. This course covers the libraries that are used for storing optional values (Boost.Optional), reading program options (Boost.ProgramOptions), storing any type of value in a generic container (Boost.Any), implementing the signal/slot paradigm (a.k.a Observer pattern) (Boost.Signals2), working with the local file system (Boost.Filesystem), and also covers an assortment of smaller libraries including Boost string algorithms, Boost.Bimap, and Boost.Units.",Live,no
play-by-play-chris-hartjes,Play by Play: Chris Hartjes,7110,2014-06-12,"Chris implements a build system notifier with test-driven PHP using a Spark Core hardware device and the Travis CI notification API. You'll see modern PHP tools in use, like the Composer dependency management system.",None,no
build-asynchronous-restful-services-jersey,Building Asynchronous RESTful Services With Jersey,11485,2014-06-13,"At the start of the course we establish a basic ""Books"" API -- an API that we continually improve and build upon throughout the course. We begin by deploying to Grizzly, and then implement a series of tests with JerseyTest. These tests are also continually expanded throughout the course. We explore Jersey's built-in dependency injection, and improve our API to take advantage of Jersey's async support. We switch from the built-in MOXy library in favor of Jackson to render our highly-tailored JSON and XML, and build a custom MessageBodyWriter along the way. We explore mapping exceptions to responses, and supporting conditional GET requests. We implement our own PATCH verb, and along with it, support for conditional updates as well. Finally we explore Jersey's support for filters and implement our own custom filter.",Live,no
turning-corporate-ladder-into-escalator,Turning the Corporate Ladder into an Escalator,12619,2014-06-13,Learn how to use the Escalator Principle to get everyone in the company involved in your next promotion. This course will teach you techniques to employ and techniques to avoid when it comes to moving up the corporate ladder. These ideas are simple to understand and easy to implement.,Live,no
oracle-plsql-fundamentals-part2,Oracle PL/SQL Fundamentals - Part 2,18619,2014-06-14,"In this course, we will learn how to create, compile, and execute Procedures, Functions, and Packages which are named program units that are pre-compiled and stored in the database. These are powerful programming constructs which help with increasing the re-usability of code along with making it more efficient. We will also take a look at how to pass parameters to these subprograms, parameter modes, and how to pass parameters by reference and by value. We will discuss how roles and privileges come into play when compiling and executing subprograms along with the authid clause. We will also talk about local subprograms and calling functions from SQL statements. All of these are important concepts and will enable you to write efficient and highly performing PL/SQL code.",Live,no
automatic-dotnet-code-weaving-fody,Automatic .NET Code Weaving With Fody,10357,2014-06-17,"We often spend more time than we'd like to writing repetitive, low-value, boilerplate code. If we want to spend more of our time actually writing more interesting code that adds business value, Fody can help. Fody is a modular, extensible, open source tool that comes with a whole host of pre-built add-ins to perform tasks such as automatically adding Equals, GetHashCode and Equality operators or implementing IDisposable for us. In this course, we'll learn how to use these pre-built add-ins and also create our own custom Fody add-ins.",Live,no
creating-google-glass-app,Creating a Google Glass App With the Glass Development Kit,11078,2014-06-16,"In this course, you will learn to create apps that run directly on Google Glass by creating a full-featured Scavenger Hunt game using the Glass Development Kit. The course takes you through the complete process of building a Scavenger Hunt game that runs entirely on Google Glass. In the process of creating this game, you will learn how to develop apps for Google Glass that interact with the Glass Timeline and incorporate the distinct behaviors of a wearable computer like Google Glass, including using voice commands to launch your app, capturing photos, and incorporating touch-based-gestures for navigation. In this game, the player uses the built-in camera to capture photos corresponding to a randomly generated list of Scavenger Hunt categories. As each photo is captured, the player uses touch-based-gesture navigation to associate the photo with the appropriate category. The game uses a Google Glass LiveCard to display the player's ongoing game status on the Glass Timeline with game play continuing until the player has captured a photo for every category.",Live,no
human-behavior-for-technical-people,Human Behavior for Technical People,11854,2014-06-16,"One of the main lessons at the workplace is learning how to work with people who are so different than you. Usually we don't pay much attention to it and slowly begin to internally label other people with stereotypes such as ""gossip girl,"" ""the workaholic,"" ""the perfectionist,"" etc. What we fail to realize is that different people see the world with different eyes.",Live,no
onboard-yourself-after-dream-job,Onboard Yourself: What to Do After You Land Your Dream Job,4806,2014-06-18,"This course helps you take ownership of the onboarding process beyond what HR and your boss will do. This course will help you assimilate into the company culture, understand the political landscape, and gain insight into your company's products and services. Employees who own their personal onboarding process should be more productive and valuable to the company and industry.",Live,no
mobilize-aspdotnet-web-forms,Mobilize Your ASP.NET Web Forms,7746,2014-06-19,"In this course, we will examine the various techniques to add mobile friendly capabilities to your applications written with ASP.Net web forms. This course will show you how to configure the site and use adaptive and alternate rendering techniques to present your content in a manner that most mobile devices and tablets will be able to present and your customers will be able to use.",Live,no
real-time-web-applications,Real-time Web Applications,3601,2014-06-19,"A large number of technologies and practices have attempted to tackle real-time demands to constantly update the browser. The new HTML5 WebSocket protocol promises bi-directional communication between the server and the client through a single TCP connection that removes a great load of header information and reduces latency. At the end of this course, you will be fully aware of the technologies needed to build real-time web applications and why HTML5 WebSockets offer us the opportunity to create unique web apps and enhance browser capabilities we had never had the chance to lay our hands on before.",Live,no
play-by-play-pinal-dave,Play by Play: Pinal Dave,6204,2014-06-20,Geoffrey Grosenbach sits down with Pinal Dave to see what a SQL Server Admin does in the real world. This Play-by-Play will focus on SQL Server performance tuning. Pinal goes over optimizing queries and fine-tuning the server.,None,no
phpmyadmin-fundamentals,phpMyAdmin Fundamentals,6062,2014-06-20,"phpMyAdmin is a free and open source tool written in PHP for the administration of MySQL via a web browser. It can perform various tasks such as creating, modifying or deleting databases, tables, fields, and rows as well as executing SQL statements or managing users and permissions. This course will guide you through maximizing the power of phpMyAdmin to get productive quickly with MySQL.",Live,no
practical-data-modeling-csharp-sql-server,Practical Data Modeling With C# and SQL Server,9209,2014-06-21,"A good data model can be the difference between a successful, manageable application and one that breaks with every change request. This course will walk through the design of a practical data model that is refined through each module, using a fun example application for its inspiration.",Live,no
reactive-programming-java-8-rxjava,Reactive Programming in Java 8 With RxJava,9013,2014-06-23,"Cloud Computing has changed the landscape for software developers over the last several years. With the expansion in scale of our systems, the expectations of our users has grown in proportion. The level of responsiveness and resiliency required by modern cloud-based applications has strained our standard ""one logical thread"" approach to software. This approach provides a simplification for the software developer, but it can fall short in the face of a cloud based environment and often doesn't fully utilize the underlying hardware. This course will cover Reactive Programming and the tenants of the Reactive Manifesto using Java 8, with supplementary material for Java 7. We will examine the use of the RxJava Reactive Extension's asynchronous model, and learn to apply it in order to create scalable, responsive, and resilient applications that are well behaved, even while in failure modes.",Live,no
oracle-performance-tuning-developers,Oracle Performance Tuning for Developers,25301,2014-06-24,"Oracle is one of the most popular database systems in use today. Yet many developers do not understand how Oracle works or the principles behind developing high performance Oracle applications. This course targets the .NET or Java developer who is writing an application with a backend Oracle database. Topics include: understanding how Oracle is processing your SQL statements through generating and interpreting execution plans, to designing and using indexes to speed up the data access of your application. Also included is how to use Oracle dynamic performance views to view real time information about Oracle performance, including which SQL statements are the most costly to run. The use of bind variables, connection pooling, and some application best practices round out the topics covered in the course.",Live,no
enterprise-search-using-apache-solr,Getting Started with Enterprise Search Using Apache Solr,12728,2014-06-23,"Search is one of the most misunderstood functionalities in the IT industry. Even further, Enterprise Search used to be neither for the faint of heart, nor for those with a thin wallet. However, since the introduction of Apache Solr, the name of the game has changed. Apache Solr brings high quality Enterprise Search to the masses. Don’t leave home without it!",Live,no
how-to-have-better-career-software,How to Have a Better Career in Software,3665,2014-06-24,"During my 20+ years in the software community, I've picked up on a common set of patterns that surround developers who always seemed to excel in their careers. Developers who had the best careers seemed to do a specific set of things that other developers did not. This course lays out the principles, and how to apply them to your software career. No single checklist guarantees success, but following these principles will improve your chances of finding success. There are probably some additional items we could add, and you could argue that some of these are more important than others. But from my experience, these are the core set of things you need to do to have a better career in software.",Live,no
domain-driven-design-fundamentals,Domain-Driven Design Fundamentals,15387,2014-06-25,"Domain-Driven Design (DDD) is a proven approach to writing software that deals with complex business requirements. This course teaches the fundamentals of Domain-Driven Design through a demonstration of customer interactions and a complex demo application. Eric Evans, author of the seminal book on DDD, guest stars and offers additional advice.",Live,no
module-development-for-drupal-7,Module Development for Drupal 7,20891,2014-06-26,"In this series you'll learn about tools and resources available for developers, the anatomy of a module, implementing some of the most common hooks, interacting with Drupal's menu system, creating and altering forms, and interacting with databases.",None,no
getting-first-wordpress-website-up,Getting Your First WordPress Website Up in Under 24 Hours,9716,2014-06-26,"Building a website can be a daunting and scary task, especially if you've never done it before. WordPress can help make that task easier, but even so, all the settings and terminology can be confusing. This course will strip WordPress down to the basics, showing you what you need to know to get up and running quickly without having to worry about what every single setting does.",Live,no
custom-vba-class-development,Custom VBA Class Development,12742,2014-06-27,"It's possible to create VBA applications for Microsoft Office and other VBA hosts without ever delving into the concepts of creating and using classes, but by skipping this important and useful functionality, you deny yourself one of the best ways to create scalable, maintainable applications. By encapsulating entities in discrete classes, you make it easier to ensure that generalized code doesn't interact inappropriately with your data. In this course, you'll learn to create and consume VBA classes, adding your own custom properties, methods, and events. You'll learn to handle specific class-based issues, such as orphaned objects and memory leaks, creating custom events and handling those events, and wrapping the Collection object in a class to extend and protect it. You'll also learn how to create standard dynamic data structures like stacks, queues, and linked lists using VBA, and you'll be astonished at how easy it is to create these using VBA classes.",Live,no
incident-management,Incident Management,12348,2014-06-27,"In this course, you will learn about the specific goals and objectives, interfaces, and purpose of the Incident Management process, as well as how it is applied in real life. The course uses a case study approach to illustrate the benefits companies have derived through process maturity. This course also covers the basics of how the PDCA cycle can be used to assist in process improvement.",Live,no
oracle-database-12c-fundamentals,Oracle Database 12c Fundamentals,13336,2014-06-28,"If you want or need to understand Oracle Database 12c, then you've come to the right place. In this course, we have three purposes. We want to (1) Get you up to speed with how Oracle Database works in general from the perspective of the database administrator (DBA); (2) Acquaint you with the new features and enhancements included in the latest 12c release of Oracle Database; and (3) Prepare you to pass the Oracle Certified Administrator (OCA) certification exam. To get the most benefit from this course, you should already have a basic understanding of relational database management systems, the relational model, and using SQL to query databases.",Live,no
oracle-database-12c-installation-upgrade,Oracle Database 12c: Installation and Upgrade,10057,2014-06-28,"In this course we first look at what’s required to install Oracle under Windows and Linux. We then launch into an installation. We also cover the upgrade path. For instance, we learn what’s required to upgrade an Oracle 10g/11g database to 12c, and how we can verify successful upgrade.",Live,no
windows-server2012-remote-desktop-infrastructure,Windows Server 2012 Remote Desktop Infrastructure,12907,2014-06-30,"This course covers the new re-designed Remote Desktop infrastructure introduced in Windows Server 2012. The new installation procedure is covered in depth, along with the redesigned role of the Remote Desktop Connection Broker. We will go through the purpose and installation of the Remote Desktop Gateway, how to create and manage Collections along with Session properties, and configuring the Remote Desktop Client. There is a complete lecture on certificates to provide added insight into how to configure the certificates for multiple roles. The series also includes complete coverage of the Remote Desktop Web Access role including high availability and how to customize the web page.",Live,no
intro-to-views-for-drupal-7,Intro to Views for Drupal 7,10145,2014-07-01,"The Views module is the most downloaded contribution on drupal.org. It is a powerful list-maker that not only provides a GUI for creating a query but also gives you options on how you want to display your data. This video series will continue the Job Board example from the Fields for Site Builders series where we will discover ways to display all of the job postings, allow people to find the one they are looking for and easily apply for it.",None,no
openstack-introduction,Introduction to OpenStack,9128,2014-07-01,"This is a beginner level course designed to introduce IT professionals to OpenStack, and to refresh those familiar with OpenStack to the projects and concepts. Students will be able to understand OpenStack concepts and begin working toward evaluating OpenStack platforms with a general understanding of technical and business components of an OpenStack cloud.",Live,no
idisposable-best-practices-csharp-developers,IDisposable Best Practices for C# Developers,7647,2014-06-30,"IDisposable is at the heart of .NET, and it's been there since the first release. It is the only part of the framework where .NET asks for your help. If you don't use IDisposable correctly, the .NET Garbage Collector can't manage memory properly, so your app won't run efficiently, it may have strange errors, and it will eventually crash. This course will teach you all about implementing and using IDisposable in C#, and show you what goes wrong if you don't use IDisposable, so you know why you need to use it in your solutions.",Live,no
java-functional-programming,Functional Programming With Java,5498,2014-07-02,"If you can write object-oriented programs in Java, and you'd like to write even better Java, then this course is for you. Starting with real business problems, see how concepts from functional programming can help you in Java. From function values to streams, learn the significance of some of Java 8's additions -- and get the same benefits in Java 6! This course teaches ways of thinking that help functional programmers write code that doesn't break. This course is designed for Java programmers, although any object-oriented developer can benefit from the very clear explanations of concepts. It assumes no familiarity with functional programming. After this course, you'll have more design options and ideas, and you'll find writing Java more fun than before.",Live,no
citrix-xendesktop-7-5-upgrading-new-features,Citrix XenDesktop 7.5: Upgrading and New Features,5509,2014-07-02,"This course covers everything you need to know about what's new in XenDesktop and XenApp 7.5, including new features and the upgrade process from XenDesktop 5.x and from XenDesktop 7.x to XenDesktop 7.5.",Live,no
biztalk-server2013-enterprise-service-bus-toolkit,Intro to BizTalk Server 2013 Enterprise Service Bus (ESB) Toolkit,8972,2014-07-03,"Ever since its first release, the Enterprise Service Bus guidance for BizTalk 2006 R2 has been an important yet often misunderstood aspect of many BizTalk Server Solutions. This course will take a look at when to use the EBS and the value it adds to a BizTalk solution. It will take a deeper look at how to setup an ESB solution and how to use the ESB Exception framework.",Live,no
pmp-project-initiation,Project Management Professional (PMP)®: Project Initiation,4050,2014-07-04,This course will review preparing for the Project Management Professional exam and Project Initiation Processes. Initiation of a project covers two distinct areas; development of the project charter and identification of stakeholders involved in the project. You will learn about both processes and have a good understanding of Project Initiation and how it relates to the PMP exam. This course covers the following PMBOK® Process Groups: Initiating. This course covers the following PMBOK® Knowledge Areas: Project Integration Management.,Live,no
rails-4-1-performance-fundamentals,Rails 4.1 Performance Fundamentals,15625,2014-07-04,"Speed up your Ruby on Rails 4.1 applications. With the help of some gems, all techniques in this course can also be used in Rails 3.2 apps. This course teaches pragmatic, Rails-specific techniques to profile performance, find and fix slow database queries, get alerted automatically whenever you create an N+1 query, and simulate latency and low bandwidth. You'll also learn to take advantage of the browser's cache with ETags or time-based expiration, set up Memcached for server-side caching, speed up view rendering with fragment caching, cache nested fragments with Russian Doll caching, and use Turbolinks and pjax to give a multi-page app the responsiveness of a single-page app.",Live,no
emc-xtremio-implementation,EMC XtremIO Implementation,13443,2014-07-05,"This course walks you through what you need to know to properly plan, deploy, and manage EMC's new purpose-built all flash array. This course is for the IT admin that has some knowledge of storage and wants to learn about EMC's new flash array platform.",Live,no
